Place_Id,Place_Name,Latitude,Longitude,City_Id,Place_Address,Category_Id,Subcategory_Id,Visits,Created_At,Updated_At
138,불로동고분공원,,,27,대구 동구 불로동 산5,1003,10010,11430,,
139,다사체육공원,,,27,대구 달성군 다사로 441-0,1003,10010,10481,,
140,앞산공원,,,27,대구 남구 앞산순환로 574-116,1003,10010,10005,,
141,화원명곡체육공원,,,27,대구 달성군 화원읍 인흥1길 12,1003,10010,9090,,
142,침산공원,,,27,대구 북구 침산동 1344-1,1003,10010,8942,,
143,성서체육공원,,,27,대구 달서구 성서공단로22길 25-0,1003,10010,8050,,
144,학산공원,,,27,대구 달서구 월성동 산10-1,1003,10010,7352,,
145,앞산빨래터공원,,,27,대구 남구 대명동 1501-2,1003,10010,7165,,
146,테크노폴리스중앙공원,,,27,대구 달성군 테크노공원로 60-0,1003,10010,6187,,
147,서리지수변생태공원,,,27,대구 북구 동호동 73,1003,10010,6049,,
148,달성노을공원,,,27,대구 달성군 논공읍 하리 899,1003,10010,6006,,
149,월곡역사공원,,,27,대구 달서구 상인로 128-0,1003,10010,5729,,
150,노원체육공원,,,27,대구 북구 노곡동 876,1003,10010,5447,,
151,신기공원,,,27,대구 북구 유통단지로 61,1003,10010,5023,,
152,대구어린이대공원,,,27,대구 수성구 동대구로 176-0,1003,10010,4861,,
153,복현장미공원,,,27,대구 북구 경진로남1길 40-0,1003,10010,4736,,
154,지산공원,,,27,대구 수성구 용학로 267-0,1003,10010,4080,,
155,두류정수장후적지,,,27,대구 달서구 당산로 176-0,1003,10010,3974,,
156,함지근린공원,,,27,대구 북구 동암로38길 12,1003,10010,3958,,
157,갓바위공원,,,27,대구 동구 갓바위로 229-0,1003,10010,3908,,
158,세천늪근린공원,,,27,대구 달성군 다사읍 세천리 289,1003,10010,3828,,
159,공항교강변공원,,,27,대구 북구 복현동 163-16,1003,10010,3804,,
160,신암공원,,,27,대구 동구 신암동 664-18,1003,10010,3610,,
161,대구숲,,,27,대구 달성군 가창로 1003-0,1003,10010,3389,,
162,옻골동산,,,27,대구 북구 구암동 산3-1,1003,10010,3296,,
163,고산골,,,27,대구 남구 고산3길 95-1,1003,10010,3252,,
164,화랑공원,,,27,대구 수성구 만촌로 151-0,1003,10010,3156,,
165,선원공원,,,27,대구 달서구 선원로 203,1003,10010,2939,,
166,진밭골산림공원,,,27,대구 수성구 범물동 921-1,1003,10010,2777,,
167,서재체육공원,,,27,대구 달성군 다사로 0-0,1003,10010,2748,,
168,대현어린이공원,,,27,대구광역시 북구 대현동 112-41,1003,10010,2361,,
169,월광2수변공원,,,27,대구광역시 달서구 도원동 872-2,1003,10010,2331,,
170,와룡윗공원,,,27,대구 달서구 선원남로 5-0,1003,10010,2214,,
171,월배체육공원,,,27,대구 달서구 갈밭남로 76 월배국민체육센터,1003,10010,2063,,
172,죽곡대나무숲,,,27,대구광역시 달성군 다사읍 죽곡리 566-19,1003,10010,1903,,
173,상화동산,,,27,대구 수성구 무학로 112-0,1003,10010,1636,,
174,가창용계체육공원,,,27,대구광역시 달성군 가창면 용계리 124-1,1003,10010,1333,,
175,신천술래잡이놀이터,,,27,대구광역시 남구 봉덕동 839-1,1003,10010,1250,,
176,호림강나루공원,,,27,대구 달서구 대천동 900,1003,10010,1224,,
177,태전공원,,,27,대구 북구 칠곡중앙대로 397-20,1003,10010,1216,,
178,한실공원,,,27,대구 달서구 갈밭로4길 2-16,1003,10010,1193,,
179,본리어린이공원,,,27,대구 달서구 본리동,1003,10010,1094,,
180,선사유적공원,,,27,대구 달서구 진천동 470-38,1003,10010,1064,,
181,각산비나리공원,,,27,대구 동구 각산동 1064,1003,10010,1012,,
182,세천어린이공원,,,27,대구광역시 달성군 다사읍 세천리 1696-1,1003,10010,944,,
183,금호강자연생태공원,,,27,대구 동구 방촌동 1140,1003,10010,883,,
184,대구대표도시숲,,,27,대구 달서구 성당동 474,1003,10010,857,,
185,송현공원,,,27,대구 달서구 송현동 산106-21,1003,10010,776,,
186,야시골공원,,,27,대구 수성구 범어동 산24-1,1003,10010,760,,
187,노변공원,,,27,대구 수성구 노변공원로7길 11-11,1003,10010,730,,
188,관음공원,,,27,대구 북구 칠곡중앙대로91길 21-0,1003,10010,721,,
189,안심공원,,,27,대구 동구 신기동 580,1003,10010,674,,
190,83타워,,,27,대구 달서구 두류공원로 200-0,1003,10011,22537,,
191,달성보전망대,,,27,대구 달성군 논공읍 비슬로 1193,1003,10011,10342,,
192,앞산전망대,,,27,대구 남구 앞산순환로 454-0,1003,10011,5260,,
193,앞산해넘이전망대,,,27,대구 남구 대명동 1501-2,1003,10011,3378,,
194,대구삼성라이온즈파크,,,27,대구 수성구 야구전설로 1-0,1003,10012,84348,,
195,DGB대구은행파크,,,27,대구 북구 고성로 191-0,1003,10012,22771,,
196,대구스타디움보조경기장,,,27,대구 수성구 유니버시아드로 180-0,1003,10012,17959,,
197,대구시민종합스포츠타운사회인야구장,,,27,대구 북구 고성로 191-0,1003,10012,11403,,
198,박주영축구장,,,27,대구 동구 금호강변로 278-0,1003,10012,9951,,
199,두류야구장,,,27,대구 달서구 공원순환로 7-0,1003,10012,9050,,
200,희성전자야구장,,,27,대구 달서구 성서공단북로 61-0,1003,10012,6683,,
201,효진파크,,,27,대구 달성군 원전길 150-0,1003,10012,3267,,
202,달성강변야구장,,,27,대구 달성군 논공읍 위천리 565,1003,10012,3221,,
203,샘프리그야구장,,,27,대구 달성군 하빈면 묘리 864-9,1003,10012,3169,,
204,방천리야구장,,,27,대구 달성군 다사읍 방천리 16-1,1003,10012,2371,,
205,방천구장,,,27,대구 달성군 다사읍 방천리 21-1,1003,10012,2180,,
206,세천리틀야구장,,,27,대구 달성군 다사읍 세천리 553,1003,10012,1936,,
207,검단강변야구장,,,27,대구 북구 검단동 135,1003,10012,1923,,
208,논공축구장,,,27,대구 달성군 논공로 240-0,1003,10012,1651,,
209,세천강변야구장,,,27,대구 달성군 다사읍 세천리 334,1003,10012,1338,,
210,첼시풋살클럽,,,27,대구 동구 호반길 85-0,1003,10012,1185,,
211,옻골동산운동장,,,27,대구광역시 북구 구암동 산3-1,1003,10012,931,,
212,달성풋살클럽,,,27,대구 달성군 비슬로431길 19-0,1003,10012,766,,
213,알파시티축구장,,,27,대구 수성구 알파시티1로 83-0,1003,10012,714,,
214,월배체육공원축구장,,,27,대구 달서구 갈밭남로 76 월배국민체육센터,1003,10012,650,,
215,동촌유원지,,,27,대구 동구 효동로2길 72-0,1003,10013,120477,,
216,화원유원지,,,27,대구 달성군 사문진로1길 40-14,1003,10013,64502,,
217,수성유원지,,,27,대구 수성구 두산동 512,1003,10013,58016,,
218,동촌유원지오리배선착장,,,27,대구 동구 해동로 0-0,1003,10013,1451,,
219,강정유원지,,,27,대구 달성군 다사읍 강정길 22,1003,10013,1155,,
220,EXCO서관,,,27,대구 북구 엑스코로 10-0,1003,10014,218657,,
221,대구미술관,,,27,대구 수성구 미술관로 40-0,1003,10014,59161,,
222,국립대구과학관,,,27,대구 달성군 테크노대로6길 20-0,1003,10014,56668,,
223,디아크,,,27,대구 달성군 강정본길 57-0,1003,10014,47050,,
224,EXCO동관,,,27,대구 북구 유통단지로 110-0,1003,10014,37410,,
225,국립대구박물관,,,27,대구 수성구 청호로 321-0,1003,10014,33172,,
226,대구섬유박물관,,,27,대구 동구 팔공로 227-0,1003,10014,19233,,
227,달성습지생태학습관,,,27,대구 달성군 구라1길 88-0,1003,10014,14153,,
228,대구교육박물관,,,27,대구 북구 대동로1길 40-0,1003,10014,9573,,
229,EXCO신관,,,27,대구 북구 엑스코로 10-0,1003,10014,8729,,
230,대구예술발전소,,,27,대구 중구 달성로22길 31-12,1003,10014,8643,,
231,신전뮤지엄,,,27,대구 북구 관음로 43-0,1003,10014,7852,,
232,국립대구기상과학관,,,27,대구 동구 효동로2길 10-0,1003,10014,7362,,
233,대구방짜유기박물관,,,27,대구 동구 도장길 29-0,1003,10014,6589,,
234,동제미술전시관,,,27,대구 달성군 헐티로10길 18-0,1003,10014,4775,,
235,2.28민주운동기념회관,,,27,대구 중구 2·28길 9-0,1003,10014,2831,,
236,수창청춘맨숀,,,27,대구 중구 달성로26길 32-0,1003,10014,2766,,
237,대구근대역사관,,,27,대구 중구 경상감영길 67-0,1003,10014,2709,,
238,약령시한의약박물관,,,27,대구 중구 달구벌대로415길 49-0,1003,10014,1815,,
239,송해기념관,,,27,대구 달성군 옥포로56길 5-0,1003,10014,1516,,
240,국립대구과학관꿈나무과학관,,,27,대구 달성군 테크노대로6길 20-0,1003,10014,1513,,
241,천주교관덕정순교기념관,,,27,대구 중구 관덕정길 11-0,1003,10014,1255,,
242,낙동강승전기념관,,,27,대구 남구 앞산순환로 574-116,1003,10014,1220,,
243,화성파크드림갤러리,,,27,대구 북구 원대로 130-0,1003,10014,1176,,
244,대구아트파크,,,27,대구 남구 이천로32길 36-0,1003,10014,1154,,
245,영도다움전시관,,,27,대구 중구 공평로4길 39-0,1003,10014,1086,,
246,대구어린이천문대,,,27,대구 수성구 알파시티1로31길 37-0,1003,10014,978,,
247,대구스포츠기념관,,,27,대구 수성구 유니버시아드로 180-0,1003,10014,944,,
248,덕호아트갤러리,,,27,대구 수성구 명덕로 443-3,1003,10014,795,,
249,이월드,,,27,대구 달서구 두류공원로 200-0,1003,10015,180439,,
250,리조트스파밸리네이처파크,,,27,대구 달성군 가창로 891-0,1003,10015,60735,,
251,스파크랜드,,,27,대구 중구 동성로6길 61-0,1003,10015,18787,,
252,대구아쿠아리움,,,27,대구 동구 동부로 149-0,1003,10015,15258,,
253,아르떼수성랜드,,,27,대구 수성구 무학로 42-0,1003,10015,14763,,
254,대구시민안전테마파크,,,27,대구 동구 팔공산로 1155-0,1003,10015,13874,,
255,아이니테마파크,,,27,대구 수성구 유니버시아드로 140-0,1003,10015,13006,,
256,스파밸리,,,27,대구 달성군 가창로 891-0,1003,10015,10148,,
257,히어로플레이파크대구점,,,27,대구 수성구 유니버시아드로 140-0,1003,10015,6802,,
258,잭슨나인스대구점,,,27,대구 달성군 테크노상업로 120-0,1003,10015,6254,,
259,펀더랜드,,,27,대구 수성구 용학로 106-7,1003,10015,5964,,
260,엘리몽,,,27,대구 달서구 조암로 38-0,1003,10015,4509,,
261,와글아이대구반달스퀘어점,,,27,대구 중구 달구벌대로 2095-0,1003,10015,3053,,
262,체리토마토,,,27,대구 수성구 수성로32길 49-15,1003,10015,2951,,
263,땅땅랜드치킨체험테마파크,,,27,대구 동구 팔공로 220-2,1003,10015,2366,,
264,헬로방방월성점,,,27,대구 달서구 조암남로 85-0,1003,10015,2340,,
265,타요키즈카페월성점,,,27,대구 달서구 조암로 17-0,1003,10015,2217,,
266,슈슈봉봉월성점,,,27,대구 달서구 조암로 42-0,1003,10015,2107,,
267,대구엑스코상상체험키즈월드,,,27,대구 북구 엑스코로 10-0,1003,10015,1794,,
268,바운스트램폴린파크대구신세계백화점파미에타운점,,,27,대구 동구 효신로 88-0,1003,10015,1723,,
269,아이터치키즈카페,,,27,대구 북구 동천로 135-5,1003,10015,1572,,
270,리틀비틀죽전점,,,27,대구 달서구 달구벌대로 1525-0,1003,10015,1543,,
271,수성패밀리파크물놀이장,,,27,대구 수성구 팔현길 88-46,1003,10015,1490,,
272,아이랑소금놀이키즈카페,,,27,대구 북구 침산남로 92-0,1003,10015,1371,,
273,우유담따,,,27,대구 북구 대천로 80-0,1003,10015,986,,
274,금호강하중도물놀이장,,,27,대구 북구 노곡동 665,1003,10015,962,,
275,슈슈봉봉디노,,,27,대구 남구 용두2길 42-0,1003,10015,762,,
276,리틀비틀칠곡점,,,27,대구 북구 팔거천동로 221-0,1003,10015,742,,
277,타요키즈카페현대시티아울렛대구점,,,27,대구 동구 동대구로 454-0,1003,10015,732,,
278,안녕자두야디지털키즈카페,,,27,대구 달서구 조암남로32길 20-4,1003,10015,678,,
279,플라플라키즈카페,,,27,대구 달성군 테크노상업로 84-0,1003,10015,657,,
280,이현공원물놀이장,,,27,대구광역시 서구 이현동 산119,1003,10015,639,,
281,북성로기계공구상가,,,27,대구 중구 서성로 82-0,1004,10016,11204,,
282,원대가구명물거리,,,27,대구 서구 고성로 0-0,1004,10016,6126,,
283,코스트코홀세일대구점,,,27,대구 북구 검단로 97-0,1004,10017,342924,,
284,코스트코홀세일대구혁신도시점,,,27,대구 동구 첨단로 10-0,1004,10017,311158,,
285,이마트트레이더스비산점,,,27,대구 서구 팔달로 54-0,1004,10017,217894,,
286,이마트칠성점,,,27,대구 북구 침산로 93-0,1004,10017,196379,,
287,이마트월배점,,,27,대구 달서구 진천로 92-0,1004,10017,191297,,
288,이마트만촌점,,,27,대구 수성구 동원로 136-0,1004,10017,176235,,
289,홈플러스성서점,,,27,대구 달서구 달구벌대로 1467-0,1004,10017,174364,,
290,홈플러스칠곡점,,,27,대구 북구 동암로12길 8-0,1004,10017,127469,,
291,이마트성서점,,,27,대구 달서구 이곡동로 24-0,1004,10017,105740,,
292,이마트반야월점,,,27,대구 동구 안심로 389-2,1004,10017,87422,,
293,롯데마트대구율하점,,,27,대구 동구 안심로 80-0,1004,10017,74778,,
294,홈플러스대구수성점,,,27,대구 수성구 동대구로 95-0,1004,10017,67164,,
295,홈플러스내당점,,,27,대구 서구 달구벌대로 1821-0,1004,10017,56839,,
296,홈플러스상인점,,,27,대구 달서구 월배로 183-0,1004,10017,54396,,
297,홈플러스동촌점,,,27,대구 동구 동촌로 127-0,1004,10017,43247,,
298,홈플러스남대구점,,,27,대구 남구 대명로 116-0,1004,10017,38023,,
299,하나로마트달성점,,,27,대구 달성군 성천로 9-0,1004,10017,14716,,
300,하나로마트성서점,,,27,대구 달서구 용산로 147-0,1004,10017,13470,,
301,이마트감삼점,,,27,대구 달서구 와룡로 143-0,1004,10017,11122,,
302,장보고식자재마트감삼점,,,27,대구 달서구 와룡로 157-0,1004,10017,10816,,
303,대백마트성서점,,,27,대구 달서구 호산동로 155-0,1004,10017,4578,,
304,대상베스트코대명점,,,27,대구 남구 대명로 43-0,1004,10017,2440,,
305,나이스할인마트,,,27,대구 수성구 파동로 96-0,1004,10017,995,,
306,이푸드칠곡점,,,27,대구 북구 칠곡중앙대로126길 41-0,1004,10017,862,,
307,신세계백화점대구점,,,27,대구 동구 동부로 149-0,1004,10018,861949,,
308,더현대대구,,,27,대구 중구 달구벌대로 2077-0,1004,10018,181050,,
309,롯데백화점대구점,,,27,대구 북구 태평로 161-0,1004,10018,173693,,
310,현대백화점대구점,,,27,대구 중구 달구벌대로 2077-0,1004,10018,147366,,
311,롯데백화점상인점,,,27,대구 달서구 월배로 232-0,1004,10018,123736,,
312,대구신세계백화점파미에타운,,,27,대구 동구 효신로 88-0,1004,10018,82769,,
313,동아백화점수성점,,,27,대구 수성구 지범로 191-0,1004,10018,77102,,
314,대구백화점대백프라자프라자점,,,27,대구 중구 명덕로 333-0,1004,10018,50244,,
315,현대백화점 유플렉스대구점,,,27,대구 중구 달구벌대로 2077-0,1004,10018,48800,,
316,동아백화점쇼핑점,,,27,대구 중구 달구벌대로 2085-0,1004,10018,46056,,
317,대구백화점프라자점,,,27,대구 중구 명덕로 333-0,1004,10018,33490,,
318,대구백화점본점 폐점,,,27,대구 중구 동성로 30-0,1004,10018,25243,,
319,동아아울렛강북점,,,27,대구 북구 칠곡중앙대로 416-0,1004,10018,13723,,
320,롯데아울렛이시아폴리스점,,,27,대구 동구 팔공로49길 16-0,1004,10019,93123,,
321,모다아울렛대구점,,,27,대구 달서구 달서대로 411-0,1004,10019,68923,,
322,현대시티아울렛대구점,,,27,대구 동구 동대구로 454-0,1004,10019,52677,,
323,롯데아울렛대구율하점,,,27,대구 동구 안심로 80-0,1004,10019,43527,,
324,퀸스로드,,,27,대구 서구 평리로35길 18-17,1004,10019,33430,,
325,광장코아,,,27,대구 서구 달구벌대로 1703-0,1004,10019,31796,,
326,NC아울렛엑스코점,,,27,대구 북구 유통단지로14길 22-0,1004,10019,23811,,
327,세븐밸리,,,27,대구 북구 동암로 90-0,1004,10019,10935,,
